Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Antiguitat,Nombre_turismes
2018,3,Sants-Montjuïc,13,la Marina de Port,4 anys,358
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,4 anys,119
2018,3,Sants-Montjuïc,15,Hostafrancs,4 anys,139
2018,3,Sants-Montjuïc,16,la Bordeta,4 anys,204
2018,3,Sants-Montjuïc,17,Sants - Badal,4 anys,254
2018,3,Sants-Montjuïc,18,Sants,4 anys,476
2018,4,Les Corts,19,les Corts,4 anys,876
2018,4,Les Corts,20,la Maternitat i Sant Ramon,4 anys,371
2018,4,Les Corts,21,Pedralbes,4 anys,303
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",4 anys,84
2018,5,Sarrià-Sant Gervasi,23,Sarrià,4 anys,467
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,4 anys,417
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,4 anys,489
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,4 anys,1067
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,4 anys,472
2018,6,Gràcia,28,Vallcarca i els Penitents,4 anys,248
2018,6,Gràcia,29,el Coll,4 anys,82
2018,6,Gràcia,30,la Salut,4 anys,177
2018,6,Gràcia,31,la Vila de Gràcia,4 anys,498
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,4 anys,427
2018,7,Horta-Guinardó,33,el Baix Guinardó,4 anys,295
2018,7,Horta-Guinardó,34,Can Baró,4 anys,123
2018,7,Horta-Guinardó,35,el Guinardó,4 anys,416
2018,7,Horta-Guinardó,36,la Font d'en Fargues,4 anys,168
2018,7,Horta-Guinardó,37,el Carmel,4 anys,292
2018,7,Horta-Guinardó,38,la Teixonera,4 anys,119
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,4 anys,91
2018,7,Horta-Guinardó,40,Montbau,4 anys,57
2018,7,Horta-Guinardó,41,la Vall d'Hebron,4 anys,88
2018,7,Horta-Guinardó,42,la Clota,4 anys,6
2018,7,Horta-Guinardó,43,Horta,4 anys,327
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4 anys,298
2018,8,Nou Barris,45,Porta,4 anys,242
2018,8,Nou Barris,46,el Turó de la Peira,4 anys,126
2018,8,Nou Barris,47,Can Peguera,4 anys,14
2018,8,Nou Barris,48,la Guineueta,4 anys,195
2018,8,Nou Barris,49,Canyelles,4 anys,113
2018,8,Nou Barris,50,les Roquetes,4 anys,145
2018,8,Nou Barris,51,Verdun,4 anys,107
2018,8,Nou Barris,52,la Prosperitat,4 anys,276
2018,8,Nou Barris,53,la Trinitat Nova,4 anys,63
2018,8,Nou Barris,54,Torre Baró,4 anys,32
2018,8,Nou Barris,55,Ciutat Meridiana,4 anys,77
2018,8,Nou Barris,56,Vallbona,4 anys,12
2018,9,Sant Andreu,57,la Trinitat Vella,4 anys,101
2018,9,Sant Andreu,58,Baró de Viver,4 anys,19
2018,9,Sant Andreu,59,el Bon Pastor,4 anys,195
2018,9,Sant Andreu,60,Sant Andreu,4 anys,801
2018,9,Sant Andreu,61,la Sagrera,4 anys,374
2018,9,Sant Andreu,62,el Congrés i els Indians,4 anys,133
2018,9,Sant Andreu,63,Navas,4 anys,274
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,4 anys,422
2018,10,Sant Martí,65,el Clot,4 anys,319
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,4 anys,211
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,4 anys,171
2018,10,Sant Martí,68,el Poblenou,4 anys,410
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,4 anys,233
2018,10,Sant Martí,70,el Besòs i el Maresme,4 anys,210
2018,10,Sant Martí,71,Provençals del Poblenou,4 anys,305
2018,10,Sant Martí,72,Sant Martí de Provençals,4 anys,307
2018,10,Sant Martí,73,la Verneda i la Pau,4 anys,344
2018,99,No consta,99,No consta,4 anys,1
2018,1,Ciutat Vella,1,el Raval,5 anys,152
2018,1,Ciutat Vella,2,el Barri Gòtic,5 anys,109
2018,1,Ciutat Vella,3,la Barceloneta,5 anys,84
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",5 anys,115
2018,2,Eixample,5,el Fort Pienc,5 anys,345
2018,2,Eixample,6,la Sagrada Família,5 anys,521
2018,2,Eixample,7,la Dreta de l'Eixample,5 anys,705
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,5 anys,517
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,5 anys,679
2018,2,Eixample,10,Sant Antoni,5 anys,343
2018,3,Sants-Montjuïc,11,el Poble Sec,5 anys,236
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,5 anys,89
2018,3,Sants-Montjuïc,13,la Marina de Port,5 anys,296
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,5 anys,105
2018,3,Sants-Montjuïc,15,Hostafrancs,5 anys,147
2018,3,Sants-Montjuïc,16,la Bordeta,5 anys,206
2018,3,Sants-Montjuïc,17,Sants - Badal,5 anys,255
2018,3,Sants-Montjuïc,18,Sants,5 anys,388
2018,4,Les Corts,19,les Corts,5 anys,752
2018,4,Les Corts,20,la Maternitat i Sant Ramon,5 anys,376
2018,4,Les Corts,21,Pedralbes,5 anys,279
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",5 anys,91
2018,5,Sarrià-Sant Gervasi,23,Sarrià,5 anys,441
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,5 anys,360
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,5 anys,400
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,5 anys,929
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,5 anys,394
2018,6,Gràcia,28,Vallcarca i els Penitents,5 anys,215
2018,6,Gràcia,29,el Coll,5 anys,81
2018,6,Gràcia,30,la Salut,5 anys,171
2018,6,Gràcia,31,la Vila de Gràcia,5 anys,390
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,5 anys,380
2018,7,Horta-Guinardó,33,el Baix Guinardó,5 anys,283
2018,7,Horta-Guinardó,34,Can Baró,5 anys,112
2018,7,Horta-Guinardó,35,el Guinardó,5 anys,400
2018,7,Horta-Guinardó,36,la Font d'en Fargues,5 anys,120
2018,7,Horta-Guinardó,37,el Carmel,5 anys,275
2018,7,Horta-Guinardó,38,la Teixonera,5 anys,119
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,5 anys,78
2018,7,Horta-Guinardó,40,Montbau,5 anys,48
2018,7,Horta-Guinardó,41,la Vall d'Hebron,5 anys,86
2018,7,Horta-Guinardó,42,la Clota,5 anys,5
2018,7,Horta-Guinardó,43,Horta,5 anys,274
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5 anys,259
2018,8,Nou Barris,45,Porta,5 anys,253
2018,8,Nou Barris,46,el Turó de la Peira,5 anys,100
2018,8,Nou Barris,47,Can Peguera,5 anys,16
2018,8,Nou Barris,48,la Guineueta,5 anys,170
2018,8,Nou Barris,49,Canyelles,5 anys,96
2018,8,Nou Barris,50,les Roquetes,5 anys,121
2018,8,Nou Barris,51,Verdun,5 anys,88
2018,8,Nou Barris,52,la Prosperitat,5 anys,212
2018,8,Nou Barris,53,la Trinitat Nova,5 anys,58
2018,8,Nou Barris,54,Torre Baró,5 anys,13
2018,8,Nou Barris,55,Ciutat Meridiana,5 anys,64
2018,8,Nou Barris,56,Vallbona,5 anys,12
2018,9,Sant Andreu,57,la Trinitat Vella,5 anys,66
2018,9,Sant Andreu,58,Baró de Viver,5 anys,30
2018,9,Sant Andreu,59,el Bon Pastor,5 anys,175
2018,9,Sant Andreu,60,Sant Andreu,5 anys,776
2018,9,Sant Andreu,61,la Sagrera,5 anys,282
2018,9,Sant Andreu,62,el Congrés i els Indians,5 anys,142
2018,9,Sant Andreu,63,Navas,5 anys,198
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,5 anys,390
2018,10,Sant Martí,65,el Clot,5 anys,275
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,5 anys,183
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,5 anys,153
2018,10,Sant Martí,68,el Poblenou,5 anys,414
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,5 anys,199
2018,10,Sant Martí,70,el Besòs i el Maresme,5 anys,161
2018,10,Sant Martí,71,Provençals del Poblenou,5 anys,287
2018,10,Sant Martí,72,Sant Martí de Provençals,5 anys,260
2018,10,Sant Martí,73,la Verneda i la Pau,5 anys,270
2018,99,No consta,99,No consta,5 anys,1
2018,1,Ciutat Vella,1,el Raval,6 anys,142
2018,1,Ciutat Vella,2,el Barri Gòtic,6 anys,98
2018,1,Ciutat Vella,3,la Barceloneta,6 anys,109
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6 anys,126
2018,2,Eixample,5,el Fort Pienc,6 anys,349
2018,2,Eixample,6,la Sagrada Família,6 anys,470
2018,2,Eixample,7,la Dreta de l'Eixample,6 anys,668
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,6 anys,493
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,6 anys,673
2018,2,Eixample,10,Sant Antoni,6 anys,383
2018,3,Sants-Montjuïc,11,el Poble Sec,6 anys,211
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,6 anys,81
2018,3,Sants-Montjuïc,13,la Marina de Port,6 anys,281
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,6 anys,91
2018,3,Sants-Montjuïc,15,Hostafrancs,6 anys,118
2018,3,Sants-Montjuïc,16,la Bordeta,6 anys,221
2018,3,Sants-Montjuïc,17,Sants - Badal,6 anys,234
2018,3,Sants-Montjuïc,18,Sants,6 anys,337
2018,4,Les Corts,19,les Corts,6 anys,715
2018,4,Les Corts,20,la Maternitat i Sant Ramon,6 anys,337
2018,4,Les Corts,21,Pedralbes,6 anys,246
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",6 anys,82
2018,5,Sarrià-Sant Gervasi,23,Sarrià,6 anys,412
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,6 anys,332
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,6 anys,437
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,6 anys,834
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,6 anys,403
2018,6,Gràcia,28,Vallcarca i els Penitents,6 anys,203
2018,6,Gràcia,29,el Coll,6 anys,70
2018,6,Gràcia,30,la Salut,6 anys,165
2018,6,Gràcia,31,la Vila de Gràcia,6 anys,423
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,6 anys,351
2018,7,Horta-Guinardó,33,el Baix Guinardó,6 anys,253
2018,7,Horta-Guinardó,34,Can Baró,6 anys,96
2018,7,Horta-Guinardó,35,el Guinardó,6 anys,340
2018,7,Horta-Guinardó,36,la Font d'en Fargues,6 anys,107
2018,7,Horta-Guinardó,37,el Carmel,6 anys,231
2018,7,Horta-Guinardó,38,la Teixonera,6 anys,106
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,6 anys,60
2018,7,Horta-Guinardó,40,Montbau,6 anys,56
2018,7,Horta-Guinardó,41,la Vall d'Hebron,6 anys,63
2018,7,Horta-Guinardó,42,la Clota,6 anys,9
2018,7,Horta-Guinardó,43,Horta,6 anys,248
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6 anys,232
2018,8,Nou Barris,45,Porta,6 anys,227
2018,8,Nou Barris,46,el Turó de la Peira,6 anys,80
2018,8,Nou Barris,47,Can Peguera,6 anys,14
2018,8,Nou Barris,48,la Guineueta,6 anys,169
2018,8,Nou Barris,49,Canyelles,6 anys,75
2018,8,Nou Barris,50,les Roquetes,6 anys,117
2018,8,Nou Barris,51,Verdun,6 anys,88
2018,8,Nou Barris,52,la Prosperitat,6 anys,207
2018,8,Nou Barris,53,la Trinitat Nova,6 anys,54
2018,8,Nou Barris,54,Torre Baró,6 anys,24
2018,8,Nou Barris,55,Ciutat Meridiana,6 anys,61
2018,8,Nou Barris,56,Vallbona,6 anys,9
2018,9,Sant Andreu,57,la Trinitat Vella,6 anys,55
2018,9,Sant Andreu,58,Baró de Viver,6 anys,18
2018,9,Sant Andreu,59,el Bon Pastor,6 anys,147
2018,9,Sant Andreu,60,Sant Andreu,6 anys,644
2018,9,Sant Andreu,61,la Sagrera,6 anys,289
2018,9,Sant Andreu,62,el Congrés i els Indians,6 anys,123
2018,9,Sant Andreu,63,Navas,6 anys,215
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,6 anys,350
2018,10,Sant Martí,65,el Clot,6 anys,262
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,6 anys,196
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,6 anys,153
2018,10,Sant Martí,68,el Poblenou,6 anys,314
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,6 anys,185
2018,10,Sant Martí,70,el Besòs i el Maresme,6 anys,161
2018,10,Sant Martí,71,Provençals del Poblenou,6 anys,242
2018,10,Sant Martí,72,Sant Martí de Provençals,6 anys,223
2018,10,Sant Martí,73,la Verneda i la Pau,6 anys,267
2018,99,No consta,99,No consta,6 anys,3
2018,1,Ciutat Vella,1,el Raval,7 anys,183
2018,1,Ciutat Vella,2,el Barri Gòtic,7 anys,104
2018,1,Ciutat Vella,3,la Barceloneta,7 anys,97
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",7 anys,131
2018,2,Eixample,5,el Fort Pienc,7 anys,360
2018,2,Eixample,6,la Sagrada Família,7 anys,558
2018,2,Eixample,7,la Dreta de l'Eixample,7 anys,742
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,7 anys,573
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,7 anys,729
2018,2,Eixample,10,Sant Antoni,7 anys,398
2018,3,Sants-Montjuïc,11,el Poble Sec,7 anys,298
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,7 anys,99
2018,3,Sants-Montjuïc,13,la Marina de Port,7 anys,375
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,7 anys,115
2018,3,Sants-Montjuïc,15,Hostafrancs,7 anys,160
2018,3,Sants-Montjuïc,16,la Bordeta,7 anys,230
2018,3,Sants-Montjuïc,17,Sants - Badal,7 anys,310
2018,3,Sants-Montjuïc,18,Sants,7 anys,389
2018,4,Les Corts,19,les Corts,7 anys,825
2018,4,Les Corts,20,la Maternitat i Sant Ramon,7 anys,362
2018,4,Les Corts,21,Pedralbes,7 anys,269
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",7 anys,90
2018,5,Sarrià-Sant Gervasi,23,Sarrià,7 anys,439
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,7 anys,364
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,7 anys,562
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,7 anys,995
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,7 anys,471
2018,6,Gràcia,28,Vallcarca i els Penitents,7 anys,255
2018,6,Gràcia,29,el Coll,7 anys,71
2018,6,Gràcia,30,la Salut,7 anys,182
2018,6,Gràcia,31,la Vila de Gràcia,7 anys,484
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,7 anys,425
2018,7,Horta-Guinardó,33,el Baix Guinardó,7 anys,267
2018,7,Horta-Guinardó,34,Can Baró,7 anys,97
2018,7,Horta-Guinardó,35,el Guinardó,7 anys,430
2018,7,Horta-Guinardó,36,la Font d'en Fargues,7 anys,164
2018,7,Horta-Guinardó,37,el Carmel,7 anys,278
2018,7,Horta-Guinardó,38,la Teixonera,7 anys,107
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,7 anys,99
2018,7,Horta-Guinardó,40,Montbau,7 anys,51
2018,7,Horta-Guinardó,41,la Vall d'Hebron,7 anys,86
2018,7,Horta-Guinardó,42,la Clota,7 anys,7
2018,7,Horta-Guinardó,43,Horta,7 anys,306
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7 anys,293
2018,8,Nou Barris,45,Porta,7 anys,291
2018,8,Nou Barris,46,el Turó de la Peira,7 anys,114
2018,8,Nou Barris,47,Can Peguera,7 anys,18
2018,8,Nou Barris,48,la Guineueta,7 anys,201
2018,8,Nou Barris,49,Canyelles,7 anys,101
2018,8,Nou Barris,50,les Roquetes,7 anys,131
2018,8,Nou Barris,51,Verdun,7 anys,99
2018,8,Nou Barris,52,la Prosperitat,7 anys,259
2018,8,Nou Barris,53,la Trinitat Nova,7 anys,49
2018,8,Nou Barris,54,Torre Baró,7 anys,32
2018,8,Nou Barris,55,Ciutat Meridiana,7 anys,84
2018,8,Nou Barris,56,Vallbona,7 anys,17
2018,9,Sant Andreu,57,la Trinitat Vella,7 anys,82
2018,9,Sant Andreu,58,Baró de Viver,7 anys,24
2018,9,Sant Andreu,59,el Bon Pastor,7 anys,184
2018,9,Sant Andreu,60,Sant Andreu,7 anys,687
2018,9,Sant Andreu,61,la Sagrera,7 anys,362
2018,9,Sant Andreu,62,el Congrés i els Indians,7 anys,173
2018,9,Sant Andreu,63,Navas,7 anys,249
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,7 anys,381
2018,10,Sant Martí,65,el Clot,7 anys,325
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,7 anys,221
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,7 anys,173
2018,10,Sant Martí,68,el Poblenou,7 anys,435
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,7 anys,206
2018,10,Sant Martí,70,el Besòs i el Maresme,7 anys,196
2018,10,Sant Martí,71,Provençals del Poblenou,7 anys,286
2018,10,Sant Martí,72,Sant Martí de Provençals,7 anys,317
2018,10,Sant Martí,73,la Verneda i la Pau,7 anys,305
2018,99,No consta,99,No consta,7 anys,9
2018,1,Ciutat Vella,1,el Raval,8 anys,219
2018,1,Ciutat Vella,2,el Barri Gòtic,8 anys,202
2018,1,Ciutat Vella,3,la Barceloneta,8 anys,136
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",8 anys,149
2018,2,Eixample,5,el Fort Pienc,8 anys,419
2018,2,Eixample,6,la Sagrada Família,8 anys,683
2018,2,Eixample,7,la Dreta de l'Eixample,8 anys,817
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,8 anys,606
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,8 anys,843
2018,2,Eixample,10,Sant Antoni,8 anys,473
2018,3,Sants-Montjuïc,11,el Poble Sec,8 anys,387
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,8 anys,132
2018,3,Sants-Montjuïc,13,la Marina de Port,8 anys,405
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,8 anys,155
2018,3,Sants-Montjuïc,15,Hostafrancs,8 anys,180
2018,3,Sants-Montjuïc,16,la Bordeta,8 anys,278
2018,3,Sants-Montjuïc,17,Sants - Badal,8 anys,364
2018,3,Sants-Montjuïc,18,Sants,8 anys,505
2018,4,Les Corts,19,les Corts,8 anys,909
2018,4,Les Corts,20,la Maternitat i Sant Ramon,8 anys,479
2018,4,Les Corts,21,Pedralbes,8 anys,311
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",8 anys,91
2018,5,Sarrià-Sant Gervasi,23,Sarrià,8 anys,530
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,8 anys,402
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,8 anys,575
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,8 anys,1127
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,8 anys,532
2018,6,Gràcia,28,Vallcarca i els Penitents,8 anys,301
2018,6,Gràcia,29,el Coll,8 anys,109
2018,6,Gràcia,30,la Salut,8 anys,211
2018,6,Gràcia,31,la Vila de Gràcia,8 anys,565
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,8 anys,475
2018,7,Horta-Guinardó,33,el Baix Guinardó,8 anys,359
2018,7,Horta-Guinardó,34,Can Baró,8 anys,136
2018,7,Horta-Guinardó,35,el Guinardó,8 anys,503
2018,7,Horta-Guinardó,36,la Font d'en Fargues,8 anys,168
2018,7,Horta-Guinardó,37,el Carmel,8 anys,380
2018,7,Horta-Guinardó,38,la Teixonera,8 anys,133
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,8 anys,190
2018,7,Horta-Guinardó,40,Montbau,8 anys,87
2018,7,Horta-Guinardó,41,la Vall d'Hebron,8 anys,118
2018,7,Horta-Guinardó,42,la Clota,8 anys,5
2018,7,Horta-Guinardó,43,Horta,8 anys,402
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8 anys,332
2018,8,Nou Barris,45,Porta,8 anys,328
2018,8,Nou Barris,46,el Turó de la Peira,8 anys,150
2018,8,Nou Barris,47,Can Peguera,8 anys,25
2018,8,Nou Barris,48,la Guineueta,8 anys,225
2018,8,Nou Barris,49,Canyelles,8 anys,102
2018,8,Nou Barris,50,les Roquetes,8 anys,153
2018,8,Nou Barris,51,Verdun,8 anys,131
2018,8,Nou Barris,52,la Prosperitat,8 anys,304
2018,8,Nou Barris,53,la Trinitat Nova,8 anys,55
2018,8,Nou Barris,54,Torre Baró,8 anys,24
2018,8,Nou Barris,55,Ciutat Meridiana,8 anys,98
2018,8,Nou Barris,56,Vallbona,8 anys,17
2018,9,Sant Andreu,57,la Trinitat Vella,8 anys,109
