Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Potencia_fiscal,Nombre_turismes
2020,1,Ciutat Vella,1,el Raval,Menys 8 cf,314
2020,1,Ciutat Vella,1,el Raval,"8 a 8,9",183
2020,1,Ciutat Vella,1,el Raval,"9 a 9,9",314
2020,1,Ciutat Vella,1,el Raval,"10 a 10,9",831
2020,1,Ciutat Vella,1,el Raval,"11 a 11,9",1454
2020,1,Ciutat Vella,1,el Raval,"12 a 12,9",969
2020,1,Ciutat Vella,1,el Raval,"13 a 13,9",1098
2020,1,Ciutat Vella,1,el Raval,"14 a 14,9",133
2020,1,Ciutat Vella,1,el Raval,"15 a 15,9",88
2020,1,Ciutat Vella,1,el Raval,"16 a 19,9",305
2020,1,Ciutat Vella,1,el Raval,20 i més cf,113
2020,1,Ciutat Vella,2,el Barri Gòtic,Menys 8 cf,269
2020,1,Ciutat Vella,2,el Barri Gòtic,"8 a 8,9",236
2020,1,Ciutat Vella,2,el Barri Gòtic,"9 a 9,9",537
2020,1,Ciutat Vella,2,el Barri Gòtic,"10 a 10,9",516
2020,1,Ciutat Vella,2,el Barri Gòtic,"11 a 11,9",1098
2020,1,Ciutat Vella,2,el Barri Gòtic,"12 a 12,9",509
2020,1,Ciutat Vella,2,el Barri Gòtic,"13 a 13,9",846
2020,1,Ciutat Vella,2,el Barri Gòtic,"14 a 14,9",131
2020,1,Ciutat Vella,2,el Barri Gòtic,"15 a 15,9",270
2020,1,Ciutat Vella,2,el Barri Gòtic,"16 a 19,9",364
2020,1,Ciutat Vella,2,el Barri Gòtic,20 i més cf,113
2020,1,Ciutat Vella,3,la Barceloneta,Menys 8 cf,228
2020,1,Ciutat Vella,3,la Barceloneta,"8 a 8,9",123
2020,1,Ciutat Vella,3,la Barceloneta,"9 a 9,9",199
2020,1,Ciutat Vella,3,la Barceloneta,"10 a 10,9",502
2020,1,Ciutat Vella,3,la Barceloneta,"11 a 11,9",813
2020,1,Ciutat Vella,3,la Barceloneta,"12 a 12,9",415
2020,1,Ciutat Vella,3,la Barceloneta,"13 a 13,9",532
2020,1,Ciutat Vella,3,la Barceloneta,"14 a 14,9",53
2020,1,Ciutat Vella,3,la Barceloneta,"15 a 15,9",47
2020,1,Ciutat Vella,3,la Barceloneta,"16 a 19,9",146
2020,1,Ciutat Vella,3,la Barceloneta,20 i més cf,46
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Menys 8 cf,278
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","8 a 8,9",119
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","9 a 9,9",217
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","10 a 10,9",548
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","11 a 11,9",926
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","12 a 12,9",524
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","13 a 13,9",776
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","14 a 14,9",89
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","15 a 15,9",57
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera","16 a 19,9",245
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",20 i més cf,105
2020,2,Eixample,5,el Fort Pienc,Menys 8 cf,590
2020,2,Eixample,5,el Fort Pienc,"8 a 8,9",335
2020,2,Eixample,5,el Fort Pienc,"9 a 9,9",458
2020,2,Eixample,5,el Fort Pienc,"10 a 10,9",1292
2020,2,Eixample,5,el Fort Pienc,"11 a 11,9",2172
2020,2,Eixample,5,el Fort Pienc,"12 a 12,9",1005
2020,2,Eixample,5,el Fort Pienc,"13 a 13,9",1928
2020,2,Eixample,5,el Fort Pienc,"14 a 14,9",199
2020,2,Eixample,5,el Fort Pienc,"15 a 15,9",178
2020,2,Eixample,5,el Fort Pienc,"16 a 19,9",457
2020,2,Eixample,5,el Fort Pienc,20 i més cf,184
2020,2,Eixample,6,la Sagrada Família,Menys 8 cf,1001
2020,2,Eixample,6,la Sagrada Família,"8 a 8,9",482
2020,2,Eixample,6,la Sagrada Família,"9 a 9,9",781
2020,2,Eixample,6,la Sagrada Família,"10 a 10,9",1944
2020,2,Eixample,6,la Sagrada Família,"11 a 11,9",3534
2020,2,Eixample,6,la Sagrada Família,"12 a 12,9",1668
2020,2,Eixample,6,la Sagrada Família,"13 a 13,9",2734
2020,2,Eixample,6,la Sagrada Família,"14 a 14,9",333
2020,2,Eixample,6,la Sagrada Família,"15 a 15,9",242
2020,2,Eixample,6,la Sagrada Família,"16 a 19,9",587
2020,2,Eixample,6,la Sagrada Família,20 i més cf,185
2020,2,Eixample,7,la Dreta de l'Eixample,Menys 8 cf,1102
2020,2,Eixample,7,la Dreta de l'Eixample,"8 a 8,9",459
2020,2,Eixample,7,la Dreta de l'Eixample,"9 a 9,9",791
2020,2,Eixample,7,la Dreta de l'Eixample,"10 a 10,9",2005
2020,2,Eixample,7,la Dreta de l'Eixample,"11 a 11,9",3422
2020,2,Eixample,7,la Dreta de l'Eixample,"12 a 12,9",1697
2020,2,Eixample,7,la Dreta de l'Eixample,"13 a 13,9",3692
2020,2,Eixample,7,la Dreta de l'Eixample,"14 a 14,9",442
2020,2,Eixample,7,la Dreta de l'Eixample,"15 a 15,9",384
2020,2,Eixample,7,la Dreta de l'Eixample,"16 a 19,9",1526
2020,2,Eixample,7,la Dreta de l'Eixample,20 i més cf,875
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Menys 8 cf,902
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"8 a 8,9",389
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"9 a 9,9",674
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"10 a 10,9",1605
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"11 a 11,9",2723
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"12 a 12,9",1364
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"13 a 13,9",2770
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"14 a 14,9",325
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"15 a 15,9",280
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,"16 a 19,9",936
2020,2,Eixample,8,l'Antiga Esquerra de l'Eixample,20 i més cf,449
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,Menys 8 cf,1224
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"8 a 8,9",548
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"9 a 9,9",1038
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"10 a 10,9",2496
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"11 a 11,9",4081
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"12 a 12,9",2057
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"13 a 13,9",3727
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"14 a 14,9",462
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"15 a 15,9",375
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,"16 a 19,9",943
2020,2,Eixample,9,la Nova Esquerra de l'Eixample,20 i més cf,383
2020,2,Eixample,10,Sant Antoni,Menys 8 cf,691
2020,2,Eixample,10,Sant Antoni,"8 a 8,9",358
2020,2,Eixample,10,Sant Antoni,"9 a 9,9",556
2020,2,Eixample,10,Sant Antoni,"10 a 10,9",1328
2020,2,Eixample,10,Sant Antoni,"11 a 11,9",2435
2020,2,Eixample,10,Sant Antoni,"12 a 12,9",1138
2020,2,Eixample,10,Sant Antoni,"13 a 13,9",1932
2020,2,Eixample,10,Sant Antoni,"14 a 14,9",240
2020,2,Eixample,10,Sant Antoni,"15 a 15,9",169
2020,2,Eixample,10,Sant Antoni,"16 a 19,9",461
2020,2,Eixample,10,Sant Antoni,20 i més cf,169
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,Menys 8 cf,534
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"8 a 8,9",288
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"9 a 9,9",479
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"10 a 10,9",1272
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"11 a 11,9",2283
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"12 a 12,9",1174
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"13 a 13,9",1478
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"14 a 14,9",160
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"15 a 15,9",127
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,"16 a 19,9",320
2020,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,20 i més cf,118
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,Menys 8 cf,285
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"8 a 8,9",74
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"9 a 9,9",71
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"10 a 10,9",147
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"11 a 11,9",736
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"12 a 12,9",362
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"13 a 13,9",534
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"14 a 14,9",38
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"15 a 15,9",200
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,"16 a 19,9",376
2020,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,20 i més cf,166
2020,3,Sants-Montjuïc,13,la Marina de Port,Menys 8 cf,695
2020,3,Sants-Montjuïc,13,la Marina de Port,"8 a 8,9",343
2020,3,Sants-Montjuïc,13,la Marina de Port,"9 a 9,9",535
2020,3,Sants-Montjuïc,13,la Marina de Port,"10 a 10,9",1204
2020,3,Sants-Montjuïc,13,la Marina de Port,"11 a 11,9",2348
2020,3,Sants-Montjuïc,13,la Marina de Port,"12 a 12,9",1299
2020,3,Sants-Montjuïc,13,la Marina de Port,"13 a 13,9",1839
2020,3,Sants-Montjuïc,13,la Marina de Port,"14 a 14,9",171
2020,3,Sants-Montjuïc,13,la Marina de Port,"15 a 15,9",110
2020,3,Sants-Montjuïc,13,la Marina de Port,"16 a 19,9",290
2020,3,Sants-Montjuïc,13,la Marina de Port,20 i més cf,77
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,Menys 8 cf,208
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"8 a 8,9",121
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"9 a 9,9",179
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"10 a 10,9",454
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"11 a 11,9",798
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"12 a 12,9",371
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"13 a 13,9",538
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"14 a 14,9",67
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"15 a 15,9",43
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,"16 a 19,9",137
2020,3,Sants-Montjuïc,14,la Font de la Guatlla,20 i més cf,36
2020,3,Sants-Montjuïc,15,Hostafrancs,Menys 8 cf,262
2020,3,Sants-Montjuïc,15,Hostafrancs,"8 a 8,9",151
2020,3,Sants-Montjuïc,15,Hostafrancs,"9 a 9,9",231
2020,3,Sants-Montjuïc,15,Hostafrancs,"10 a 10,9",554
2020,3,Sants-Montjuïc,15,Hostafrancs,"11 a 11,9",1070
2020,3,Sants-Montjuïc,15,Hostafrancs,"12 a 12,9",549
2020,3,Sants-Montjuïc,15,Hostafrancs,"13 a 13,9",823
2020,3,Sants-Montjuïc,15,Hostafrancs,"14 a 14,9",90
2020,3,Sants-Montjuïc,15,Hostafrancs,"15 a 15,9",65
2020,3,Sants-Montjuïc,15,Hostafrancs,"16 a 19,9",183
2020,3,Sants-Montjuïc,15,Hostafrancs,20 i més cf,63
2020,3,Sants-Montjuïc,16,la Bordeta,Menys 8 cf,370
2020,3,Sants-Montjuïc,16,la Bordeta,"8 a 8,9",253
2020,3,Sants-Montjuïc,16,la Bordeta,"9 a 9,9",297
2020,3,Sants-Montjuïc,16,la Bordeta,"10 a 10,9",774
2020,3,Sants-Montjuïc,16,la Bordeta,"11 a 11,9",1593
2020,3,Sants-Montjuïc,16,la Bordeta,"12 a 12,9",687
2020,3,Sants-Montjuïc,16,la Bordeta,"13 a 13,9",1037
2020,3,Sants-Montjuïc,16,la Bordeta,"14 a 14,9",106
2020,3,Sants-Montjuïc,16,la Bordeta,"15 a 15,9",81
2020,3,Sants-Montjuïc,16,la Bordeta,"16 a 19,9",156
2020,3,Sants-Montjuïc,16,la Bordeta,20 i més cf,56
2020,3,Sants-Montjuïc,17,Sants - Badal,Menys 8 cf,485
2020,3,Sants-Montjuïc,17,Sants - Badal,"8 a 8,9",301
2020,3,Sants-Montjuïc,17,Sants - Badal,"9 a 9,9",360
2020,3,Sants-Montjuïc,17,Sants - Badal,"10 a 10,9",950
2020,3,Sants-Montjuïc,17,Sants - Badal,"11 a 11,9",1749
2020,3,Sants-Montjuïc,17,Sants - Badal,"12 a 12,9",870
2020,3,Sants-Montjuïc,17,Sants - Badal,"13 a 13,9",1217
2020,3,Sants-Montjuïc,17,Sants - Badal,"14 a 14,9",116
2020,3,Sants-Montjuïc,17,Sants - Badal,"15 a 15,9",110
2020,3,Sants-Montjuïc,17,Sants - Badal,"16 a 19,9",226
2020,3,Sants-Montjuïc,17,Sants - Badal,20 i més cf,67
2020,3,Sants-Montjuïc,18,Sants,Menys 8 cf,758
2020,3,Sants-Montjuïc,18,Sants,"8 a 8,9",450
2020,3,Sants-Montjuïc,18,Sants,"9 a 9,9",631
2020,3,Sants-Montjuïc,18,Sants,"10 a 10,9",1526
2020,3,Sants-Montjuïc,18,Sants,"11 a 11,9",2779
2020,3,Sants-Montjuïc,18,Sants,"12 a 12,9",1342
2020,3,Sants-Montjuïc,18,Sants,"13 a 13,9",2027
2020,3,Sants-Montjuïc,18,Sants,"14 a 14,9",221
2020,3,Sants-Montjuïc,18,Sants,"15 a 15,9",175
2020,3,Sants-Montjuïc,18,Sants,"16 a 19,9",453
2020,3,Sants-Montjuïc,18,Sants,20 i més cf,145
2020,4,Les Corts,19,les Corts,Menys 8 cf,1359
2020,4,Les Corts,19,les Corts,"8 a 8,9",502
2020,4,Les Corts,19,les Corts,"9 a 9,9",983
2020,4,Les Corts,19,les Corts,"10 a 10,9",2302
2020,4,Les Corts,19,les Corts,"11 a 11,9",3811
2020,4,Les Corts,19,les Corts,"12 a 12,9",1701
2020,4,Les Corts,19,les Corts,"13 a 13,9",3879
2020,4,Les Corts,19,les Corts,"14 a 14,9",483
2020,4,Les Corts,19,les Corts,"15 a 15,9",353
2020,4,Les Corts,19,les Corts,"16 a 19,9",1167
2020,4,Les Corts,19,les Corts,20 i més cf,536
2020,4,Les Corts,20,la Maternitat i Sant Ramon,Menys 8 cf,636
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"8 a 8,9",305
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"9 a 9,9",468
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"10 a 10,9",1066
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"11 a 11,9",2040
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"12 a 12,9",967
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"13 a 13,9",1798
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"14 a 14,9",202
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"15 a 15,9",169
2020,4,Les Corts,20,la Maternitat i Sant Ramon,"16 a 19,9",457
2020,4,Les Corts,20,la Maternitat i Sant Ramon,20 i més cf,204
2020,4,Les Corts,21,Pedralbes,Menys 8 cf,620
2020,4,Les Corts,21,Pedralbes,"8 a 8,9",134
2020,4,Les Corts,21,Pedralbes,"9 a 9,9",272
2020,4,Les Corts,21,Pedralbes,"10 a 10,9",766
2020,4,Les Corts,21,Pedralbes,"11 a 11,9",972
2020,4,Les Corts,21,Pedralbes,"12 a 12,9",507
2020,4,Les Corts,21,Pedralbes,"13 a 13,9",1328
2020,4,Les Corts,21,Pedralbes,"14 a 14,9",158
2020,4,Les Corts,21,Pedralbes,"15 a 15,9",127
2020,4,Les Corts,21,Pedralbes,"16 a 19,9",636
2020,4,Les Corts,21,Pedralbes,20 i més cf,485
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Menys 8 cf,207
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","8 a 8,9",64
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","9 a 9,9",115
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","10 a 10,9",315
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","11 a 11,9",426
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","12 a 12,9",185
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","13 a 13,9",356
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","14 a 14,9",60
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","15 a 15,9",49
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes","16 a 19,9",110
2020,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",20 i més cf,56
2020,5,Sarrià-Sant Gervasi,23,Sarrià,Menys 8 cf,938
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"8 a 8,9",227
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"9 a 9,9",565
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"10 a 10,9",1275
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"11 a 11,9",1863
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"12 a 12,9",840
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"13 a 13,9",2201
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"14 a 14,9",216
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"15 a 15,9",205
2020,5,Sarrià-Sant Gervasi,23,Sarrià,"16 a 19,9",737
2020,5,Sarrià-Sant Gervasi,23,Sarrià,20 i més cf,455
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,Menys 8 cf,783
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,"8 a 8,9",154
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,"9 a 9,9",420
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,"10 a 10,9",917
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,"11 a 11,9",1271
2020,5,Sarrià-Sant Gervasi,24,les Tres Torres,"12 a 12,9",590
